,Unnamed: 0,tweet_text,ocr_text,tweet_id,claim_binary,claim_three,claim_vis,topic
11,2008-07-19 14:22:47.830339585,"Bihar: Bodh Gaya Police arrested seven criminals &amp; recovered arms and ammunition, foreign currency, mobile phones from them. Rakesh Kumar,SP City says,""we have also recovered press cards from the possession of one of accused. Further investigation will be done."" (12.1.2020) https://t.co/2RBQYBJBBW",,1216477367830339585,1,2,2,tech
12,2008-09-30 17:47:36.339513345,"Three people in NL tested for coronavirus, all results negative https://t.co/warEiPRrDh @viru_d_great https://t.co/yXhkXyLLLP",,1222796856339513345,1,2,1,covid
13,2008-09-28 04:19:17.097021440,I think I have the coronavirus everyone stay away from me I search the symptoms and I have it. I have a runny nose https://t.co/PgfCFV5My1,"Symptoms
Common human
coronaviruses
Common human coronaviruses, including types
229E, NL63, OC43, and HKU1, usually cause mild
to moderate upper-respiratory tract illnesses,
like the common cold. Most people get infected
with these viruses at some point in their lives.
These illnesses usually only last for a short
amount of time. Symptoms may include
• runny nose
",1222575557097021440,1,2,2,covid
14,2008-09-27 14:25:15.921268738,"Here's @WHO answering common #coronavirus questions about:

🔴Transmission
🔴Prevention
🔴Treatment https://t.co/CGVGnn7HdJ","WHO answers
coronavirus questions
",1222525515921268738,0,0,0,covid
15,2008-09-26 07:19:31.289702400,#coronavirus we survived listorosisi without stopping eating kota ...I bet they won't stop drinking corona https://t.co/K1HmrhkNkR,,1222413571289702400,0,0,0,covid
16,2007-07-23 03:15:26.634143744,"This one was more than I could handle His jaw is rotted, he has magots in his mouth the smell is sickning I couldn't stay for the cleaning I'm sorry. The vet says she can only try with intense antibiotic for 15 days &amp; deep cleanings
He deserves a chance at life without pain https://t.co/Jcdd9Uv8cm",,1185160526634143744,0,0,0,tech
17,2008-09-29 13:28:46.569394176,"Popular at EarthSky:

A report suggests that snakes might have been the source of the coronavirus that's triggered an outbreak of deadly infectious respiratory illnesses in China this year. 🐍😷 Read more: https://t.co/aTG2xoEHE9 👓

Image via Briston/ Wikimedia. 📸 https://t.co/Qt5FhhvUy4",,1222694926569394176,1,2,1,covid
18,2008-09-28 17:11:08.756094977,"Everyone: the coronavirus is going to kill all of us like the plague
Me: I’ll be in the new call of duty game https://t.co/dTJU3Ghwe1","That's history right there, you understand?
",1222621868756094977,0,0,0,covid
19,2002-10-21 19:54:03.025240064,I was plsd to host Canada's @ec_minister Catherine McKenna at @CityKitchener today to meet with local elected &amp; community leaders to discuss climate change and challenges we all face. Encouraged by fed'l government's willingness to work with us to meet our 80/50 targets. https://t.co/stb5qBBjru,,1035230043025240064,0,0,0,climate
20,2008-09-30 08:00:31.744249856,"RT @AndyVermaut: 'We are counting down the days to go', says Spanish national in Wuhan https://t.co/bkko5kWX4f https://t.co/cuXbrRHSz5",,1222761631744249856,0,0,0,covid
21,2008-09-27 05:10:05.413294083,"29 Jan 2020 : Singapore confirms 3 more cases of Wuhan virus. This brings the total number of confirmed cases in Singapore to 10. Prior to hospital admission, the 8th and 9th cases stayed with their family at their home at Lorong Lew Lian. The 10th case … https://t.co/5blZZKkopW https://t.co/kboOEEgXoX",,1222492205413294083,1,2,1,covid
22,2009-07-04 00:02:44.410556420,"True fact: while cyberpunk depicted possible futures, they were sometimes inspired by the grungy past. This old paperback helped more than one cpunk describe their world. https://t.co/KeafrMOrRg","a Pelican Book
The Victorian
Underworld
Kellow Chesney,
cleane>
ine
",1246665764410556420,0,0,0,tech
23,2008-04-26 07:33:37.586401286,"As part of @coindesk's 2019 Year in Review, CEO @mikejcasey considers how the past decade has paved the way for the age of cryptocurrency.
https://t.co/Y85TIvhbxG https://t.co/yzA6wdAAMJ","Balance Sheet Binge
Central bank assets have swelled in the past decade
$16T
$14T
$12T
$10T
S8T
$6T
$4T
$2T
$0
88 8 8
US Fed
European Central Bank
Bank of Japan
Jan-03
EO-un
E0-AON
Apr-04
Sep-04
Feb-05
Jul-05
90-Aew
90-190
LO-eW
LO-8ny
Jan-08
Apr-09
60-das
Feb-10
Jul-10
OT-In
E May-11
Mar-12
Aug-12
Jan-13
Jun-13
Nov-13
Apr-14
5 Sep-14
Feb-15
Jul-15
St-inr
Dec-15
May-16
Oct-16
Mar-17
Aug-17
Jan-18
Jun-18
Nov-18
Apr-19
Sep-19
",1209195217586401286,0,0,0,tech
24,2008-10-01 00:03:33.608554504,"im sick today, we coronavirus 😂😂😂👏👏 https://t.co/mZgKNyGBav",,1222819413608554504,0,0,0,covid
25,2008-09-30 20:14:39.746035712,Coronavirus Fast Facts: How to reduce risk of coronavirus infection. https://t.co/x9yEIg5Str,"FAST FACTS
CORONAVIRUS
How to reduce risk of coronavirus infection?
Clean hands with soap and water or
alcohol-based hand rub
Cover nose and mouth when coughing
and sneezing with tissue or flexed
elbow
Avoid close contact with anyone with
cold flu-like symptoms
Thoroughly cook meat and eggs
Avoid unprotected contact with live
wild or farm animals
",1222805679746035712,1,2,2,covid
26,2002-09-28 21:56:14.771113984,"What Purpose Does The IPCC Serve? Learn more here: https://t.co/xobgwIbXGR
#climatechange #climateaction 
#environment 
#energy https://t.co/cntYMBMfLb","Global Climate Change Think & Act Tank 2017. GCCThinkActTank
Photo: Anne-Maria
Yritys Https://www.leadingwithpassion.org
""EC. Climate Change Key Terms. Intergovernmental Panel on Climate Change (IPCC) = A
scientific intergovernmental body established to provide decision-makers and others
interested in climate change with an objective source of information about climate change.""
",1033250174771113984,0,0,0,climate
27,2008-09-26 04:51:17.301624833,#coronavirus in a nutshell 😂😂😂 https://t.co/EmPwUD6S3T,,1222404677301624833,0,0,0,covid
28,2002-09-26 14:00:37.282246656,"Why Arctic Hunting and Fishing Are Under Threat: https://t.co/2LaLSwgLEe
#climatechange #climateaction 
#environment 
#energy https://t.co/SM0fqugH6n",,1033048837282246656,1,2,2,climate
29,2002-09-29 20:30:16.665399297,Is this the worst climate change polling question ever seen? https://t.co/nq0v9EZWtu https://t.co/vUcJhULpQN,,1033331416665399297,0,0,0,climate
30,2008-10-02 19:28:28.294594560,RT @johniloy: RT TO SAVE A LIFE!!! #coronavirus https://t.co/iuqQgrErUX,"!!!
PLEASE TAKE TIME TO READ
Corona virus awareness
This is from a doctor in Hong Kong who consulted with his
friend (who currently works on SARS prevention research)
on some effective ways to prevent the Coronavirus. Worth a
read.
About the virus:
1. It is pretty large in size (cell is about 400-500nm
diameter), so any normal mask (not just the N95 feature)
should be able to filter it out. However, when someone who's
infected sneezes in front of you, it will take a great 3 meters
(about 10 feet) before it drops to the ground and is no longer
airborne.
2. When the virus drops on metal surface, it will live for at
least 12 hours. So remember if you come in contact with any
metal surface, wash your hands with soap thoroughly.
3. The virus can remain active on fabric for 6-12 hours.
Normal laundry detergent should kill the virus. But if you are
really worried, you can add some non-chlorine bleach or
oxygen bleach . For winter clothing that does not require
daily washing, you can put it out under the sun to kill the
virus.
About the symptoms of the pneumonia caused by
Coronavirus:
1. It will first infect the throat, so the throat will have the dry
sore throat feeling which will last for 3 to 4 days
2. Then the virus will blend into the nasal fluid and drips into
the trachea and enter the lungs, causing pneumonia. This
process will take 5 to 6 days.
3. With pneumonia, comes high fever and difficulty in
breathing. The nasal congestion is not like the normal kind.
You will feel like you are drowning in water. It's important to
go seek immediate medical attention if you feel like this.
",1222975708294594560,1,2,2,covid
31,2009-02-27 06:55:03.341654016,"Skull Skateboarding t shirt design - Quilimo
➡File type : psd, png
➡https://t.co/pzipLlhXsk
➡ Instant Digital Download https://t.co/1tktvtkyC4","A Quilimo
",1235717703341654016,0,0,0,tech
32,2008-10-01 03:05:09.605019653,Flight taking British nationals out of Wuhan is delayed https://t.co/VFo1HcWQzw https://t.co/mrMluoIGAi,,1222830309605019653,1,2,1,covid
33,2002-10-05 10:32:00.958558209,"Why Climate Change Causes More Deaths: https://t.co/l0QvJthj1O
#climatechange #climateaction 
#environment 
#energy https://t.co/kQsIT0SthM","Global Climate Change Think & Act Tank 2017. GCCThinkActTank
Photo: Anne-Maria
Yritys Https://www.leadingwithpassion.org
""Amnesty International and Greenpeace International: Between 2030 and 2050, climate change is
expected to cause approximately 250 000 deaths per year, from malnutrition, malaria, diarrhoea and
heat stress."" (Joint Statement: Greenpeace - Amnesty International. December 8th 2015).
",1033813920958558209,1,1,2,climate
34,2008-07-01 23:30:17.758752769,"Dear @TheTweetOfGod

This gentleman from my country, India claims that his mobile phone was dead for 15 days. 
After he applied some 'special oil' which he brought from your center, his phone could switch on.

Didn't know that you have got eBlessings too 😂 https://t.co/OMX1JC8zJk","मोबाईल चालू झाला
पंधरा दिवसांपासून माझा मोबाईल बंद
पडला होता. मी 'आशीर्वाद प्रार्थना केंद्रा'तून
आणलेले आशीर्वादीत तेल विश्वासाने
मोबाईलला लावले, त्याद्वारे प्रभू येशूच्या कृपेने
मा मौबाईल चालू झाला. मणून मी प्रभू येशूचे आभार मानतो,
-लक्ष्मण म्हरकर,
गोरेगाव, मुंबई,
",1214955017758752769,0,0,0,tech
35,2008-09-26 16:29:14.033745920,#coronavirus Most patients can be cured. Those who dead are mostly elders or people with chronics. Source: 看理想 WeChat account https://t.co/jT3IHm4E59,"1:07 四
X 看理想
5. 新型冠状病毒感染可以被治愈吗?
所有病毒感染都有一定的自限性,目前已经有新
型冠状病毒感染被治愈的案例(截至1月27日24
时,国家卫生健建康委收到30个省(区、市)累计
治愈出院60例))。
从目前收治的病例情况看,多数患者预后良好,
儿童病例症状相对较轻,少数患者病情危重。死
亡病例多见于老年人和有慢性基础疾病者。
感染症状轻微的患者多数在一周后恢复健康。
良好的个人生活习惯,如:勤洗手、良好的心
情、充足的睡眠、多喝水、营养支持等,都能在
早期感染时给予一定的帮助!
*参考文献《新型冠状病毒感染的肺炎诊疗方案
(第四版)》
截至1月27日24时新型冠状病毒感染的肺炎疫情
最新情况通报
作者:钟严艳华中科技大学社区卫生服务中
く
",1222446554033745920,1,2,2,covid
36,2008-09-27 08:00:23.111045125,"Spoken to TRT World on the future global impact and potential control strategies for Wuhan Coronavirus 

@PneumoniaWuhan @CoronaVirusInfo @Pirbright_Inst @BBSRC @BLSLancasterUni https://t.co/WilUKWUeOI","PTWORLD LIVE LANCASTER, UK
6
11.
CHINA VIRUS OUTBREAK
Many countries are screening travellers at airports, borders
Dr Muhammad -Munir Virologist
I| BREAKING
S MIDDLE EAST 'PEACE PLAN'
ERDOGAN: TURKEY WON'T ACÇEPT PLA
LJ
",1222502423111045125,0,0,0,covid
37,2002-09-28 05:46:21.411840000,@nonnie7696 Say hello to planet Earth ...  #climatechange  #globalwarming https://t.co/v74B9ypYf5,"I'm here interviewing Planet Earth today.
Hi there!
Hello
Apparently you'vo been Greening
a lot recently.
How Come?
Yes, it's all this extra CO2!
CO2?! But, but thats bad surely? No! It's food for all my Veg!
I love Coz!
cUT! CUT! WE CANT USE
THIS!!
But Ithought you wanted
a greener planet.
Jesti6
",1033191981411840000,0,0,0,climate
38,2006-03-08 22:42:46.639919110,"“I later transferred the encrypted files that control access to these Bitcoin in 2011, as explained below. In June of 2011, I took steps to consolidate the Bitcoin that I mined with Bitcoin that I acquired and other assets.
In October 2012, a formal trust document was executed” https://t.co/M5LCxdCs5X","01:46 Vr 21 jun.
L9 34%
A courtlistener.com
CONFIDENTIAL UNDER THE TERMS OF THE CONFIDENTIALITY AGREEMENT
later transferred the encrypted files that control access to these Bitcoin in 2011, as
explained below.
5.
In June of 2011, I took steps to consolidate the Bitcoin that I mined with Bitcoin
that I acquired and other assets. In October 2012, a formal trust document was
executed, creating a trust whose corpus included the Bitcoin that I mined, acquired and
would acquire in the future. The name of that trust is TulipTrust. It was formed in the
Seycelles. I refer to this trust below as Tulip Trust I.
6.
While the trustee was initially David Kleiman, additional trustees were appointed
upon the execution of the formal trust document.
7.
The trustees for Tulip Trust I are:
a. the company in the UK registered by #
which is COIN Ltd. UK. This
company was dissolved on July 4, 2017:
b. Ms Uyen Nguyen;
c. Craig Steven Wright;
d. David Kleiman;
e. Panopticrypt Pty. Ltd. (ABN
an Australian entity now in
liquidation;
f. Savanah Ltd., a Seycelles entity; and
g. the holder of PGP key IDs
which is Satoshi Nakamoto (i.e., Craig Wright).
8.
I have not been in touch with Ms. Nguyen since 2016. The last contact
information I have for her is as follows:
",1141857766639919110,0,0,0,tech
39,2005-09-09 08:05:38.569199616,"Just a couple of the projects from today’s @firstlegoleague LEGO Expo. Thank you, @Jendrosch for bringing your teams today. @MoePerera @TDSB_Robotics @TDSB_Lorraine @tdsb https://t.co/a15fPBmhnh","rtebe e ricaplay
EXPLORE
SHARE
CREATE AND
Mission
MOON
TEST
Team Autobiographies
Water
Eatonville JS.as
S.me sE have a family of 4they are my brather
monat end me fetyen dd and ei
etnb mth and wnce re al s to become
sceryfute hing to ds glar with my brother, we
e pla tesnde ta de pmatio te One
act estht oe ge tend and ter
grade 1 In school,I
My future goal s to become
Facts
spetemesan
tinglact t
wylnd tutae to the ynd
MoonlightUnicorns
than e e
t
Tee e Twen i Ade e
न क
bchabout the
tee brte
ely
hume stonurite
E pe en at
iwelNda deora cat a
ar ertn
Team Logo
5E edagdlexte1e to
t oetsM d e toy
Chrian pay
R Chrie
the h g thers ad1
sa 1 e
Moon Base Blueprint
Novies
Sonei wea ind
OCta e foos.p and
Problem
for 1
Grade
wh inda
Sayvid n n
at s th
Room 20 e1
Solution
",1126253138569199616,0,0,0,tech
40,2008-07-06 00:26:19.581820928,"For a limited time, all Naxos digital downloads are 50% off at @HDtracks! Get deep discounts on over 900 titles, featuring artists like @BorisGiltburg, @symphoo, @marinalsop, @nashvillesymph, @DetroitSymphony, and many more!

Check it out here: https://t.co/Z7fKknoAeL https://t.co/BmI7f6WOHl","NAXOS
One of the world's greatest
producers of audiophile classical
50% off all titles
Over 900 titles included
",1215303979581820928,0,0,0,tech
41,2008-09-29 00:23:31.944132608,US agriculture secretary unsure if coronavirus will slow China's farm imports https://t.co/GIic2sP2d9 via @Reuters https://t.co/822umJhWak,,1222647811944132608,0,0,0,covid
42,2006-08-17 13:32:41.728782336,China's first 'cyber-dissident' handed 12-year jail term https://t.co/3cAD7NbLmW https://t.co/Ht9kGDiRcQ,,1155821561728782336,1,2,2,tech
43,2008-09-28 08:34:37.815668738,"Latest count: Coronavirus by the numbers, as of January 29, 2020 https://t.co/HQGqEwZfgQ https://t.co/kfF6m8dKgc","21
Countries
affected
• China
Japan
Malaysia
North Korea
• Australia
• France
• South Korea
Nepal
Cambodia
UAE
USA
Thailand
Vietnam
Finland
Sudan
• Taiwan
Philippines
Canada
Singapore
Germany
Wuhan
• Sri Lanka
",1222590877815668738,1,2,2,covid
44,2002-10-21 07:44:58.607157248,"Local climate change intiatives have impact, but need national government support https://t.co/xBQi3YT6zO https://t.co/Gx7x3PMOGa",,1035186298607157248,0,0,0,climate
45,2002-09-29 19:40:48.226439174,"T Agitprop: 12 Artists On: Climate Change - https://t.co/5rV08DHQS2 - 

Advertisement
 
T Agitprop A dozen artistic responses to one of the greatest threats of our time.

By Zoë Lescaze

Aug. 22, 2018

Human-induced climate change, which certain politicians deny and m... https://t.co/mlvFZXVWFK",,1033328448226439174,0,0,0,climate
46,2006-01-18 00:49:34.342627328,AK66 6 Finger Mobile Game Controll...: List Price: $13.47 Deal Price: $9.89 You Save: $26% https://t.co/2knmYwhg7e https://t.co/ZQ1WFYgpE8,,1137545374342627328,0,0,0,tech
47,2009-02-26 02:21:40.971597825,"[Steve Hanke: You Should Avoid Bitcoin Like The Plague]

According to https://t.co/RNW6FI6SUn, Johns Hopkins Univers...

https://t.co/HJ2Znnfqe0 https://t.co/J3GJNljKK9","oess.com
CoinNess.com
Real Time Crypto Market Index and News
2020-03-05,Thursday,18:59
Steve Hanke: You Should
Like The Plague
Johns Hopkins
University professor Steve Hanke has once
again taken a shot at Bitcoin. In his new
tweet, he says that the cryptocurrency that
started it all should be avoided like 'the
plague' because it is used to fund Kim Jong
Un's nuclear game plan.
CoinNess.com
A Bull 2
W Bear 0
CoinNess.com
Sign up for free and receive CNNS
token, up to 500 CNNS $7.5
Scan to Download
",1235614900971597825,0,0,0,tech
48,2002-09-22 11:34:40.229556224,"Now the heatwave is over, we cannot go back to 'business as usual' climate complacency. We must all take responsibility for our planets future, and our own @Amelia_Womack https://t.co/mV3pNDfW8w https://t.co/E1j7euhdp9",,1032694480229556224,0,0,0,climate
49,2008-09-29 06:33:39.626070016,via @BreitbartNews Apple's Supplier in China Says Coronavirus Won't Hurt iPhone Production https://t.co/O7GrTdOTIK https://t.co/r0AzDVSlji,,1222670019626070016,1,2,1,covid
50,2007-08-30 05:04:39.341076480,"China's state controlled television explaining the basics of ""first ever blockchain application"" #bitcoin $btc, and how a distributed ledger works

Imagine 1.3 billion people got to know bitcoin because state made an effort to explain how it works. https://t.co/VcIMlxmkQM","CCTV 13
新间
CCTV com
|1000元(记版)
区块链
|1000元(记账)
1000元
100元妃账)
|1000元(记账)
1000元记時)
东方田空
",1188450279341076480,0,0,0,tech
51,2002-10-05 20:09:54.090971136,@ed_hawkins I can't wait until the people who think scientists are lying about human-driven climate change just for profit find out about corporations and businesses. https://t.co/YdEFJDoOqQ,,1033848594090971136,0,0,0,climate
52,2009-06-30 09:07:06.709594112,"Bitcoin Dips Below 6,741.3 Level, Down 5% - Yahoo Finance https://t.co/sRs68Apj03 https://t.co/pNqFxtpXTF","ΜIΝΙNC
",1246352826709594112,1,2,1,tech
53,2008-10-01 21:09:32.718075911,"The total number of deaths from the coronavirus had risen to 170 in China. There are more than 7,700 cases now confirmed in every province and region in the country. https://t.co/wKQSBFMZbs","Reduce your risk of coronavirus infection:
Clean hands with soap and water
or alcohol-based hand rub
Cover nose and mouth when coughing and
sneezing with tissue or flexed elbow
Avoid close contact with anyone with
cold or flu-like symptoms
Thoroughly cook meat and eggs
No unprotected contact with live wild
or farm animals
World Health
Organization
",1222895372718075911,1,2,2,covid
54,2002-10-12 04:42:11.899564032,'Apocalyptic threat': dire climate report raises fears for California's future https://t.co/v4B7M4HVA3 via @guardian https://t.co/LzoqZQ9jRZ,"The
Guardian
",1034397731899564032,0,0,0,climate
55,2007-09-13 01:56:49.073094656,"It'll be easier for you than it was for Jason…Student Cybersecurity Scarehouse, October 31 at 11 am – 3 pm, William Pitt Union. https://t.co/RrlWm5nWzi https://t.co/iNKvEt4i8x","CYBERSECURITY SCARENOUSE
",1189648609073094656,0,0,0,tech
56,2002-09-29 08:05:36.061915137,"Nuclear Power Image, Then &amp; Now. The climate change debate has changed the way we look at nuclear power.
By Steve Greenberg. https://t.co/5YHOzkO7Wt","THE OLD
IMAGE OF
NUCLEAR
POWER
THE NEW
IMAGE OF
NUCLEAR
POWER
DANGEROUS
AND
UNSTABLE
NOT TOO BAD,
ALL THINGS
CONSIDERED
MOVEMENT
",1033286736061915137,0,0,0,climate
57,2009-04-09 09:28:18.922807303,"@iamharaldur Always interested in having conversations on user interfaces that deliver great experiences for websites and mobile apps 

https://t.co/awWQHsZJ3x https://t.co/NEqg6OyM4A","Recipient
Add recipient
Johnny Doechukwu
Transaction details
Amount
120.50|
USD -
9:41
all ?
Description (optioral)
Your balance
$ 2926.31
Confirm
VISA
****
****
8014
***
CARD HOLDER
EXPIRES
Uchechukwu Onyeka
08/21
Sent
Received
9:41
ll ?
Search transaction
Send money
Today
to: Debbie Toyindare
$ 17.00
Card
Bank
20 January, 2020
Select credit card
Yesterday
Manzi Busirwe
VISA
............8295
$ 25.00
07 January, 2020
...... ..... 3956
te John Chul
S247 50
Add new credit card
Rocipient
Add recipient
Johnny Doechukwu
Transaction details
Amount
120.50||
USD -
",1239269298922807303,0,0,0,tech
58,2007-07-28 22:52:48.846024704,I study blockchain. It shouldn’t be used to secure our elections https://t.co/uGrS7E8ZFu https://t.co/3vV4TeLqqv,"Hength
Aite
me telowertese
return"" ineut""
funet ion
Docume
return g
getAttribute ""ctassName"") }).c.
id u, in.getElementsByName|| In.getElementsByName
LassName ""1"".
=b}}): (delete d. find. ID, d. filter. ID function(a)(var b-a. replace
ed""-typeof b.getElementsByTagName?b.getElementsByTagName
SName&&function (a , b){return""undefined""!=typeof
tion selected=''></option></select>"", a.querySei
",1185663168846024704,0,0,0,tech
59,2008-09-29 23:59:52.087371777,Minister Mehmet Ersoy who said “The epidemic should not harm the tourism”: We watch the coronavirus step by step. https://t.co/xxpBI7rLVF https://t.co/LGNCTdUSc7,,1222732792087371777,1,2,1,covid
60,2002-09-30 11:55:22.784239616,"3/ Meanwhile, Rockport officials are still hoping they can convince the displaced to return home despite the risks of coastal life in the era of climate change.

We report from Rockport with @weatherchannel: https://t.co/QnnePw7rgR https://t.co/mhGMzOysVa","ITHE TEXAS TRIBUNE
""This is home. This is my
little piece of paradise, and
I believe everybody that
lives in Aransas County feels
that way.""
C. H. “Burt"" Mills
Aransas County judge
",1033386922784239616,0,0,0,climate
61,2008-09-26 02:00:45.901025280,FULL LIST: Countries Where Coronavirus Has Been Confirmed https://t.co/sLI2hR825j https://t.co/MxbwnuPfqS,,1222394445901025280,0,0,0,covid
62,2002-10-14 18:24:12.575653888,"5: @jr_carpenter's 'The Gathering Cloud', which brings climate (change), the history of meteorology, and data metaphors together with both peace and a sense of foreboding. (Also, I miss Dawlish, and the sea, and Devon weather, and they're all here) https://t.co/NaxHUYso9S",,1034619852575653888,0,0,0,climate
63,2008-09-28 13:33:53.966739456,Plane Carrying American Evacuees From China Amid Coronavirus Outbreak Diverted to California Air Base https://t.co/lKOflo0XuE https://t.co/JlQQ7iBpSJ,,1222608833966739456,1,2,1,covid
64,2005-10-06 07:03:22.021691392,Crypto Panic: Will Ethereum Surge Past $300 When Bitcoin Finally Corrects? https://t.co/TPgta1aSrH 🙋Crypto Cashflow via → https://t.co/4sRUrToww3 https://t.co/W4CFRVDrz5,,1128582202021691392,0,0,0,tech
65,2008-10-01 15:17:05.071067137,A guide to coronavirus face protection https://t.co/dhYB7yr33l https://t.co/UHAOCYruSY,,1222874225071067137,0,0,0,covid
66,2008-10-01 19:35:53.021943808,Coronavirus: BMW shuts 3 factories in China https://t.co/hPvqZqC7oS https://t.co/QDSzXGbtq0,,1222889753021943808,1,2,1,covid
67,2008-10-02 01:35:31.013140485,in summation..... we’re fucked #coronavirus https://t.co/CDIDSJVkkV,"World Graph
Time
Healthy
100 %
Infected
90 %
Dead
80 %
70 %
60 %
50 %
40 %
30 %
20 %
10 %
82
164
246
329
411
493
Global Population
",1222911331013140485,0,0,0,covid
68,2002-09-26 02:28:15.796408320,A note on #climatechange. (@billmckibben) https://t.co/o3Dfaos3WW,"8424
100.000
10.000
1,000
000,000
6.
SEN
CUBIC
FEET
@エ G
Jonger
accept the
things
I've been told
is4634349
change
everyday to
I cannot
and will work
FHORTIIIEST NATURAL
GAS COMPAMY
351907
change the things
I refuse to
accept.
* For the purfuit of
ecological harmony
",1033007295796408320,0,0,0,climate
69,2002-10-01 13:12:48.612470784,"What Is Climate Change Mitigation? Learn more here: https://t.co/y4VqEkQQ1L
#climatechange #climateaction 
#environment 
#energy https://t.co/VqjWViSRyk","Global Climate Change Think & Act Tank 2017. GCCThinkActTank
Photo: Anne-Maria
Yritys Https://www.leadingwithpassion.org
""EC. Climate Change Key Terms. Climate change mitigation = Action to reduce the net amount
of greenhouse gases released into the atmosphere, and thus help to slow down the process of
climate change resulting from human activities.""
",1033477968612470784,0,0,0,climate
70,2002-10-23 00:49:16.987904000,"RT @EurasiaReview: Adapt, Move Or Die: How Biodiversity Reacted To Past Climate Change https://t.co/jBFzzsWjb9 https://t.co/aRlxtkJ3ZG",,1035334156987904000,0,0,0,climate
71,2008-03-18 10:53:56.855910401,Quadriga: Lawyers request body to be exhumed of failed crypto firms CEO /r/CryptoCurrency https://t.co/8oA32jVczZ https://t.co/3lhivA422v,,1205837636855910401,1,2,1,tech
72,2002-10-04 01:30:54.626541569,@Renate1217 @bharley71 Yeah it’s wet out in London. Can everyone buy a V8 coz I prefer global warming😁 https://t.co/W5XCfLHpjM,,1033695054626541569,0,0,0,climate
73,2008-09-29 01:14:46.037487616,Yeah just heard the coronavirus has spread to where i live so ima just never go outside ever again :) https://t.co/WvsbAjDpdh,,1222650886037487616,0,0,0,covid
